Pattern_Type,AppID_Pattern,Application,Usage,Company,Priority,Data_Source
Like,TVRBBRPTService%,TVR BB RPT Service,Analytics,Unknown,1338,manual
Like,M_DB.TER.GCC4P64%,Ab Initio,ETL,Ab Initio,1342,manual
Like,LOADIPSHARETABLE%,Unknown,Unknown,,1343,manual
Like,NBCU.COMPASS%,Compass,Analytics,NBCUniversal,1347,manual
Like,ACOE_PEGAFCCM%,PEGA Server,Analytics,PEGA,1353,manual
Like,TeradataStudio%,Studio,ETL,Teradata,1354,manual
Like,AGINIT~1:NET:SS%,Netezza,Analytic,IBM,1368,manual
Like,D_UGAP_DATA.PY,Python,Analytics,Python.org,1369,manual
Like,UNIVERSITYFEED%,UNIVERSITYFEED,Unknown,Unknown,1380,manual
Like,PREVIEWPROCESSINGSERVICE%,SQL Server Reporting Services,Analytic,Microsoft,1388,manual
Like,REPORTINGSERVICESSERVICE%,SQL Server Reporting Services,Analytic,Microsoft,1389,manual
Like,MODELERSERVER%,SPSS Statistical,Analytics,IBM,1391,manual
Like,MULTITHREADSGENQUEUE%,Python,Analytic,Open Source,1392,manual
Like,MSREPORTBUILDER%,SQL Server Reporting Services,Analytic,Microsoft,1448,manual
Like,MICROSOFT.MASH%,MS PowerBI,Analytic,Microsoft,1452,manual
Like,PHOENIXNAVI%,Airflow,Application,Apache,1454,manual
Like,WRITE_UGAP_%,Airflow,Application,Apache,1456,manual
Like,NODEDBQUERY%,AnalysticsData3Sixty,Analytics,LavaStorm,1461,manual
Like,QUERYCHAMELEON%,Nexus,Analytic,CoffingDW,1468,manual
Like,AL_DESIGNER%,Business Objects,Analytics,SAP,1476,manual
Like,RSREPORTHOST%,SQL Server,ETL,Microsoft,1493,manual
Like,ConsoleApp1%,ConsoleApp1,Unknown,Unknown,1495,manual
Like,DTSDebugHost%,SQL Server Business Intelligence Development Studi,Analytics,Microsoft,1496,manual
